id,variacao_nome,exercicio,cloudinary_atual,status,arquivo_gif,score,observacao
1384,Agachamento Búlgaro Com Salto,Agachamento,,MATCH,GIFS TREINAMENTO FUNCIONAL/Agachamento búlgaro com salto.gif,1.0000,
1385,Cruzado,Outros,,SEM_MATCH,,,
1386,Corda,Outros,,SEM_MATCH,,,
1387,Rolamento Na Bola Suíça,Outros,,MATCH,GIFS TREINAMENTO FUNCIONAL/Rolamento na bola suíça.gif,1.0000,
1388,Rosca Martelo Com Faixa De Resistência,Rosca Martelo,,MATCH,GIFS TREINAMENTO FUNCIONAL/Rosca martelo com faixa de resistência.gif,1.0000,
1389,Extensão De Tríceps Com Faixa Elástica,Tríceps,,MATCH,GIFS TREINAMENTO FUNCIONAL/Extensão de Tríceps com Faixa Elástica.gif,1.0000,
1390,Afundo Alternado Com Salto,Outros,,MATCH,GIFS TREINAMENTO FUNCIONAL/Afundo Alternado com Salto.gif,1.0000,
1391,Remada Com Banda De Resistência Curvada Para Deltoides,Remada,,SEM_MATCH,,,
1392,Gancho,Outros,,SEM_MATCH,,,
1393,Desenvolvimento De Ombro Unilateral Com Banda,Desenvolvimento,,MATCH,GIFS TREINAMENTO FUNCIONAL/Desenvolvimento de ombro unilateral com banda.gif,1.0000,
1394,Socos,Outros,,MATCH,GIFS TREINAMENTO FUNCIONAL/Socos.gif,1.0000,
1395,Extensão De Quadril No Banco,Outros,,MATCH,GIFS TREINAMENTO FUNCIONAL/Extensão de Quadril no Banco.gif,1.0000,
1396,Extensão De Tríceps Com Elástico Na Posição,Tríceps,,SEM_MATCH,,,
1397,Corrida Para Trás,Outros,,MATCH,GIFS TREINAMENTO FUNCIONAL/Corrida para Trás.gif,1.0000,
1398,Cruz De Ferro,Outros,,SEM_MATCH,,,
1399,Corrida Com Joelhos Altos,Outros,,MATCH,GIFS TREINAMENTO FUNCIONAL/Corrida com Joelhos Altos.gif,1.0000,
1400,Remada Sentada Com Faixa,Remada,,MATCH,GIFS TREINAMENTO FUNCIONAL/Remada sentada com faixa.gif,1.0000,
1401,Afundo No Banco,Outros,,MATCH,GIFS TREINAMENTO FUNCIONAL/Afundo no banco.gif,1.0000,
1402,Supino Inclinado Com Halteres E Pegada Fechada,Supino,,MATCH,PEITORAL/Supino inclinado com halteres e pegada fechada.gif,1.0000,
1403,Crucifixo Com Halteres Inclinado,Crucifixo,,MATCH,PEITORAL/Crucifixo com Halteres Inclinado.gif,1.0000,
1404,Supino Declinada Com Alavanca,Supino,,MATCH,PEITORAL/Supino declinada com alavanca.gif,1.0000,
1405,Pullover Com Halteres Na Bola De Estabilidade,Pullover,,MATCH,PEITORAL/Pullover com Halteres na Bola de Estabilidade.gif,1.0000,
1406,Supino Pegada Martelo,Supino,,MATCH,PEITORAL/Supino pegada martelo.gif,1.0000,
1407,Mergulho De Peito Assistido,Outros,,MATCH,PEITORAL/Mergulho de peito assistido.gif,1.0000,
1408,Supino Inclinado Na Máquina Com Pegada Martelo,Supino,,MATCH,PEITORAL/Supino Inclinado na Máquina com Pegada Martelo.gif,1.0000,
1409,Supino Inclinado Na Alavanca,Supino,,MATCH,PEITORAL/Supino Inclinado na Alavanca.gif,1.0000,
1410,Supino Invertido Com Pegada Aberta,Supino,,MATCH,PEITORAL/Supino invertido com pegada aberta.gif,1.0000,
1411,Supino Unilateral Com Alavanca,Supino,,MATCH,PEITORAL/Supino unilateral com Alavanca.gif,1.0000,
1412,Supino No Banco Inclinado 30 Graus Com Pegada Invertida,Supino,,MATCH,PEITORAL/Supino no banco inclinado 30 graus com pegada invertida.gif,1.0000,
1413,Supino Inclinado Com Halteres Em Martelo,Supino,,MATCH,PEITORAL/Supino Inclinado com Halteres em Martelo.gif,1.0000,
1414,Supino Declinado Pegada Martelo,Supino,,MATCH,PEITORAL/Supino declinado pegada martelo.gif,1.0000,
1415,Crossover Na Alavanca,Cross Over,,MATCH,PEITORAL/Crossover na Alavanca.gif,1.0000,
1416,Supino Declinado Unilateral Pegada Martelo Com Haltere,Supino,,MATCH,PEITORAL/Supino Declinado Unilateral Pegada Martelo com Haltere.gif,1.0000,
1417,Crucifixo Com Cabo Declinado,Crucifixo,,MATCH,PEITORAL/Crucifixo com Cabo Declinado.gif,1.0000,
1418,Supino Inclinado Com Halteres E Pegada Invertida,Supino,,MATCH,PEITORAL/Supino Inclinado com Halteres e Pegada Invertida.gif,1.0000,
1419,Paralelas,Paralela,,MATCH,PEITORAL/Paralelas.gif,1.0000,
1420,Crucifixo Com Halteres Declinado,Crucifixo,,MATCH,PEITORAL/Crucifixo com Halteres Declinado.gif,1.0000,
1421,Supino Declinado Com Halteres,Supino,,MATCH,PEITORAL/Supino Declinado com Halteres.gif,1.0000,
1422,Supino Inclinado Com Halteres,Supino,,MATCH,PEITORAL/Supino Inclinado com Halteres.gif,1.0000,
1423,Supino Unilateral Com Halteres Com Pegada Reversa,Supino,,MATCH,PEITORAL/Supino Unilateral com Halteres com Pegada Reversa.gif,1.0000,
1424,Supino Inclinado Com Pegada Fechada,Supino,,MATCH,PEITORAL/Supino inclinado com pegada fechada.gif,1.0000,
1425,Puxada Alta Com Um Joelho Apoiado,Puxada,,MATCH,COSTAS/Puxada Alta com Um Joelho Apoiado.gif,1.0000,
1426,Pullover Com Cabo,Pullover,,MATCH,COSTAS/Pullover com Cabo.gif,1.0000,
1427,Puxada Alta Invertida,Puxada,,MATCH,COSTAS/Puxada Alta Invertida.gif,1.0000,
1428,Remada T Invertida Com Alavanca,Remada,,MATCH,COSTAS/Remada T invertida com alavanca.gif,1.0000,
1429,Pullover Na Máquina De Alavanca,Pullover,,MATCH,COSTAS/Pullover na Máquina de Alavanca.gif,1.0000,
1430,Pullover Com Barra,Pullover,,MATCH,COSTAS/Pullover com Barra.gif,1.0000,
1431,Remada Unilateral Com Barra Landmine,Remada,,MATCH,COSTAS/Remada unilateral com barra landmine.gif,1.0000,
1432,Remada Invertida,Remada,,MATCH,COSTAS/Remada Invertida.gif,1.0000,
1433,Levantamento Terra,Levantamento Terra,,MATCH,COSTAS/Levantamento Terra.gif,1.0000,
1434,Remada T Com Landmine,Remada,,MATCH,COSTAS/Remada T com Landmine.gif,1.0000,
1435,Pullover Com Barra W Pegada Invertida,Pullover,,MATCH,COSTAS/Pullover com Barra W Pegada invertida.gif,1.0000,
1436,Pull Up,Pull Up,,MATCH,COSTAS/Pull Up.gif,1.0000,
1437,Pulldown Inclinado Com Corda,Pulldown,,MATCH,COSTAS/Pulldown inclinado com corda.gif,1.0000,
1438,Puxada Alta Com Alavanca,Puxada,,MATCH,COSTAS/Puxada Alta com Alavanca.gif,1.0000,
1439,Puxada Na Polia Alta Com Pegada Fechada,Puxada,,MATCH,COSTAS/Puxada na Polia Alta com Pegada Fechada.gif,1.0000,
1440,Barra Fixa Assistida,Barra Fixa,,MATCH,COSTAS/Barra Fixa Assistida.gif,1.0000,
1441,Remada Sentado Com Cabo Pegada Fechada,Remada,,MATCH,COSTAS/Remada sentado com cabo pegada fechada.gif,1.0000,
1442,Pullover Com Barra No Banco Declinado,Pullover,,MATCH,COSTAS/Pullover com barra no banco declinado.gif,1.0000,
1443,Puxada Alta Unilateral Alta Ajoelhada,Puxada,,MATCH,COSTAS/Puxada alta unilateral alta ajoelhada.gif,1.0000,
1444,Pullover Com Cabo Sentado,Pullover,,MATCH,COSTAS/Pullover com cabo sentado.gif,1.0000,
1445,Remada T Com Alavanca,Remada,,MATCH,COSTAS/Remada T com alavanca.gif,1.0000,
1446,Levantamento Terra Romeno,Levantamento Terra,,MATCH,COSTAS/Levantamento Terra Romeno.gif,1.0000,
1447,Serrote,Serrote,,MATCH,COSTAS/Serrote.gif,1.0000,
1448,Agachamento Com Salto Usando Barra Hexagonal,Agachamento,,MATCH,PERNAS/Agachamento com Salto usando Barra Hexagonal.gif,1.0000,
1449,Flexão De Pernas Na Bola De Estabilidade,Outros,,AMBIGUO,,1.0000,"AMBÍGUO: melhor=Flexão de Pernas na Bola de Estabilidade(1.000), segundo=Flexão de Pernas na Bola de Estabilidade(1.000), gap=0.000"
1450,Stiff Unilateral Com Barra,Stiff,,MATCH,PERNAS/Stiff Unilateral com Barra.gif,1.0000,
1451,Agachamento Com Kettlebell,Agachamento,,MATCH,PERNAS/Agachamento com kettlebell.gif,1.0000,
1452,Agachamento Jefferson,Agachamento,,MATCH,PERNAS/Agachamento Jefferson.gif,1.0000,
1453,Cadeira Flexora,Cadeira Flexora,,MATCH,PERNAS/Cadeira flexora.gif,1.0000,
1454,Agachamento Frontal Com Haltere,Agachamento,,MATCH,PERNAS/Agachamento Frontal com haltere.gif,1.0000,
1455,Mesa Flexora,Mesa Flexora,,MATCH,PERNAS/Mesa flexora.gif,1.0000,
1456,Avanço Invertido Com Halteres,Outros,,MATCH,PERNAS/Avanço Invertido com Halteres.gif,1.0000,
1457,Agachamento Goblet Com Haltere,Agachamento,,MATCH,PERNAS/Agachamento Goblet com Haltere.gif,1.0000,
1458,Elevação De Perna Em Pé Com Alavanca,Outros,,MATCH,PERNAS/Elevação de Perna em Pé com Alavanca.gif,1.0000,
1459,Cadeira Extensora,Cadeira Extensora,,MATCH,PERNAS/Cadeira extensora.gif,1.0000,
1460,Elevação De Joelho Com Halteres,Outros,,MATCH,PERNAS/Elevação de Joelho com Halteres.gif,1.0000,
1461,Stiff Unilateral Com Halteres,Stiff,,MATCH,PERNAS/Stiff Unilateral com Halteres.gif,1.0000,
1462,Stiff Com Barra,Stiff,,MATCH,PERNAS/Stiff com barra.gif,1.0000,
1463,Stiff Com Halter,Stiff,,MATCH,PERNAS/Stiff com Halter.gif,1.0000,
1464,Elevação Com Barra Em Degrau,Outros,,MATCH,PERNAS/Elevação com Barra em Degrau.gif,1.0000,
1465,Extensão De Perna Unilateral,Outros,,MATCH,PERNAS/Extensão de Perna Unilateral.gif,1.0000,
1466,Wall Sit,L Sit,,AMBIGUO,,1.0000,"AMBÍGUO: melhor=Wall Sit(1.000), segundo=Wall Sit(1.000), gap=0.000"
1467,Agachamento Frontal Com Kettlebell,Agachamento,,MATCH,PERNAS/Agachamento Frontal com Kettlebell.gif,1.0000,
1468,Subida No Step Com Elevação De Joelhos,Outros,,AMBIGUO,,1.0000,"AMBÍGUO: melhor=Subida no Step com Elevação de Joelhos(1.000), segundo=Subida no Step com Elevação de Joelhos(1.000), gap=0.000"
1469,Afundo Com Halteres,Afundo,,MATCH,PERNAS/Afundo com Halteres.gif,1.0000,
1470,Flexão De Pernas Com Alavanca,Outros,,MATCH,PERNAS/Flexão de Pernas com Alavanca.gif,1.0000,
1471,Leg Press Horizontal,Leg Press,,MATCH,PERNAS/Leg Press Horizontal.gif,1.0000,
1472,Flexão De Pernas Com Halteres Declinado,Outros,,MATCH,PERNAS/Flexão de Pernas com Halteres Declinado.gif,1.0000,
1473,Agachamento Unilateral Cruzado Com Haltere,Agachamento,,MATCH,PERNAS/Agachamento unilateral cruzado com haltere.gif,1.0000,
1474,Pressão Unilateral Assistida Por Alavanca,Outros,,MATCH,PERNAS/Pressão Unilateral Assistida por Alavanca.gif,1.0000,
1475,Tríceps Francês Com Halteres,Tríceps Francês,,MATCH,TRÍCEPS/Tríceps Francês com Halteres.gif,1.0000,
1476,Extensão De Tríceps Com Cabo Em Posição Ajoelhada,Tríceps,,MATCH,TRÍCEPS/Extensão de Tríceps com Cabo em Posição Ajoelhada.gif,1.0000,
1477,Extensão De Tríceps Com Cabo Ajoelhado,Tríceps,,MATCH,TRÍCEPS/Extensão de tríceps com cabo ajoelhado.gif,1.0000,
1478,Tríceps Francês Alternada Com Halteres No Banco Inclinado,Tríceps Francês,,MATCH,TRÍCEPS/Tríceps Francês Alternada com Halteres no Banco Inclinado.gif,1.0000,
1479,Extensão Concentrada Com Cabo No Joelho,Outros,,MATCH,TRÍCEPS/Extensão Concentrada com Cabo no Joelho.gif,1.0000,
1480,Tríceps Francês Com Halter Bilateral,Tríceps Francês,,MATCH,TRÍCEPS/Tríceps Francês com Halter Bilateral.gif,1.0000,
1481,Extensão De Tríceps Invertida Com Unilateral,Tríceps,,MATCH,TRÍCEPS/Extensão de Tríceps Invertida com unilateral.gif,1.0000,
1482,Extensão De Tríceps Com Barra W Inclinada,Tríceps,,MATCH,TRÍCEPS/Extensão de tríceps com barra W inclinada.gif,1.0000,
1483,Supino Invertido Com Pegada Fechada,Supino,,MATCH,TRÍCEPS/Supino Invertido com Pegada Fechada.gif,1.0000,
1484,Tríceps Testa Pegada Neutra Com Halteres,Tríceps Testa,,MATCH,TRÍCEPS/Tríceps testa pegada neutra com halteres.gif,1.0000,
1485,Tríceps Testa Com Barra Pegada Invertida,Tríceps Testa,,MATCH,TRÍCEPS/Tríceps Testa com Barra Pegada Invertida.gif,1.0000,
1486,Tríceps Pulley Pegada Invertida,Tríceps,,MATCH,TRÍCEPS/Tríceps pulley pegada invertida.gif,1.0000,
1487,Supino Fechado,Supino,,MATCH,TRÍCEPS/Supino Fechado.gif,1.0000,
1488,Mergulho De Tríceps Com Alavanca,Tríceps,,MATCH,TRÍCEPS/Mergulho de tríceps com alavanca.gif,1.0000,
1489,Extensão De Tríceps Testa Declinado Fechado,Tríceps Testa,,MATCH,TRÍCEPS/Extensão de Tríceps Testa Declinado Fechado.gif,1.0000,
1490,Tríceps Testa Com Banco Declinado Com Halteres,Tríceps Testa,,MATCH,TRÍCEPS/Tríceps Testa com Banco Declinado com Halteres.gif,1.0000,
1491,Extensão De Tríceps Com Pegada Invertida,Tríceps,,MATCH,TRÍCEPS/Extensão de tríceps com pegada invertida.gif,1.0000,
1492,Extensão De Tríceps Com Haltere Unilateral Sentado,Tríceps,,MATCH,TRÍCEPS/Extensão de tríceps com haltere unilateral sentado.gif,1.0000,
1493,Extensão De Tríceps Com Cabo Inclinado,Tríceps,,MATCH,TRÍCEPS/Extensão de tríceps com cabo inclinado.gif,1.0000,
1494,Extensão De Tríceps Com Cabos Cruzados,Tríceps,,MATCH,TRÍCEPS/Extensão de Tríceps com Cabos Cruzados.gif,1.0000,
1495,Tríceps Francês Com Barra W Acima Da Cabeça Sentado,Tríceps Francês,,MATCH,TRÍCEPS/Tríceps francês com barra W acima da cabeça sentado.gif,1.0000,
1496,Tríceps Coice Com Halteres,Tríceps,,MATCH,TRÍCEPS/Tríceps Coice com Halteres.gif,1.0000,
1497,Extensão De Tríceps Com Cabo Na Posição Horizontal,Tríceps,,MATCH,TRÍCEPS/Extensão de tríceps com cabo na posição horizontal.gif,1.0000,
1498,Extensão De Tríceps Na Máquina Pegada Neutra,Tríceps,,MATCH,TRÍCEPS/Extensão de tríceps na máquina pegada neutra.gif,1.0000,
1499,Tríceps Francês No Banco Inclinado Com Halter,Tríceps Francês,,MATCH,TRÍCEPS/Tríceps francês no banco inclinado com halter.gif,1.0000,
1500,Extensão De Tríceps No Cabo Deitado,Tríceps,,MATCH,TRÍCEPS/Extensão de tríceps no cabo deitado.gif,1.0000,
1501,Elevação Lateral Unilateral Com Halteres,Elevação Lateral,,MATCH,OMBROS/Elevação lateral unilateral com halteres.gif,1.0000,
1502,Remada De Deltoide Posterior Sentado Com Haltere,Remada,,MATCH,OMBROS/Remada de deltoide posterior sentado com haltere.gif,1.0000,
1503,Elevação Lateral Com Braço Flexionado,Elevação Lateral,,MATCH,OMBROS/Elevação lateral com braço flexionado.gif,1.0000,
1504,Desenvolvimento De Ombros Com Barra W Com Pegada Invertida,Desenvolvimento,,MATCH,OMBROS/Desenvolvimento de ombros com barra W com pegada invertida.gif,1.0000,
1505,Desenvolvimento Cubano Sentado Com Halteres,Desenvolvimento,,MATCH,OMBROS/Desenvolvimento cubano sentado com halteres.gif,1.0000,
1506,Remada Inversa Com Cabos Deitado,Remada,,MATCH,OMBROS/Remada inversa com cabos deitado.gif,1.0000,
1507,Desenvolvimento De Ombros Com Halteres Em Pé Com Pegada Neutra,Desenvolvimento,,MATCH,OMBROS/Desenvolvimento de ombros com halteres em pé com pegada neutra.gif,1.0000,
1508,Elevação Lateral De Halteres Inclinada,Elevação Lateral,,MATCH,OMBROS/Elevação lateral de halteres inclinada.gif,1.0000,
1509,Elevação Lateral Alternada Com Halteres,Elevação Lateral,,AMBIGUO,,1.0000,"AMBÍGUO: melhor=Elevação Lateral Alternada com Halteres(1.000), segundo=Elevação lateral alternada com halteres(1.000), gap=0.000"
1510,Elevação Frontal Com Halteres Sentado,Outros,,MATCH,OMBROS/Elevação frontal com halteres sentado.gif,1.0000,
1511,Elevação Lateral Cruzada No Crossover,Elevação Lateral,,MATCH,OMBROS/Elevação lateral cruzada no crossover.gif,1.0000,
1512,Remada Lateral Com Halteres Sentado,Remada,,MATCH,OMBROS/Remada lateral com halteres sentado.gif,1.0000,
1513,Desenvolvimento Militar Com Pegada Fechada,Desenvolvimento,,MATCH,OMBROS/Desenvolvimento militar com pegada fechada.gif,1.0000,
1514,Desenvolvimento Militar Com Barra No Chão Ajoelhado,Desenvolvimento,,MATCH,OMBROS/Desenvolvimento militar com barra no chão ajoelhado.gif,1.0000,
1515,Elevação Lateral E Frontal Com Halteres,Elevação Lateral,,MATCH,OMBROS/Elevação lateral e frontal com halteres.gif,1.0000,
1516,Elevação Lateral Unilateral Com Haltere Inclinado,Elevação Lateral,,MATCH,OMBROS/Elevação lateral unilateral com haltere inclinado.gif,1.0000,
1517,Elevação Lateral De Braços Com Halteres,Elevação Lateral,,MATCH,OMBROS/Elevação lateral de braços com halteres.gif,1.0000,
1518,Elevação Frontal Com Barra Girando,Outros,,MATCH,OMBROS/Elevação frontal com barra girando.gif,1.0000,
1519,Desenvolvimento De Ombro Com Cabo Ajoelhado,Desenvolvimento,,MATCH,OMBROS/Desenvolvimento de ombro com cabo ajoelhado.gif,1.0000,
1520,Elevação Frontal Com Barra W Inclinada,Outros,,MATCH,OMBROS/Elevação frontal com barra w inclinada.gif,1.0000,
1521,Elevação Lateral Deitado,Elevação Lateral,,MATCH,OMBROS/Elevação lateral deitado.gif,1.0000,
1522,Desenvolvimento De Ombro Com Barra Sentado,Desenvolvimento,,MATCH,OMBROS/Desenvolvimento de ombro com barra sentado.gif,1.0000,
1523,Remada Com Halteres Para A Posterior De Ombros,Remada,,MATCH,OMBROS/Remada com halteres para a posterior de ombros.gif,1.0000,
1524,Desenvolvimento Arnold,Desenvolvimento,,MATCH,OMBROS/Desenvolvimento Arnold.gif,1.0000,
1525,Desenvolvimento De Ombro Deitado,Desenvolvimento,,MATCH,OMBROS/Desenvolvimento de ombro deitado.gif,1.0000,
1526,Desenvolvimento De Ombros Com Rotação Alternada Com Halteres,Desenvolvimento,,MATCH,OMBROS/Desenvolvimento de Ombros com Rotação Alternada com Halteres.gif,1.0000,
1527,Elevação Frontal Alternada Com Halteres,Outros,,MATCH,OMBROS/Elevação Frontal Alternada Com Halteres.gif,1.0000,
1528,Máquina De Elevação Lateral,Elevação Lateral,,MATCH,OMBROS/Máquina de elevação lateral.gif,1.0000,
1529,Voador Invertido,Outros,,MATCH,OMBROS/Voador invertido.gif,1.0000,
1530,Desenvolvimento De Ombro Alternada Em Pé Com Halteres,Desenvolvimento,,MATCH,OMBROS/Desenvolvimento de Ombro Alternada em Pé com Halteres.gif,1.0000,
1531,Elevação Lateral Com Tronco Inclinado,Elevação Lateral,,MATCH,OMBROS/Elevação lateral com tronco inclinado.gif,1.0000,
1532,Desenvolvimento Cubano Com Halteres,Desenvolvimento,,MATCH,OMBROS/Desenvolvimento Cubano com Halteres.gif,1.0000,
1533,Elevação Lateral Com Halteres Para Deltoides Posteriores Deitado,Elevação Lateral,,MATCH,OMBROS/Elevação lateral com halteres para deltoides posteriores deitado.gif,1.0000,
1534,Elevação Frontal Com Dois Braços Com Halteres,Outros,,MATCH,OMBROS/Elevação frontal com dois braços com halteres.gif,1.0000,
1535,Desenvolvimento De Ombro Unilateral Com Halter,Desenvolvimento,,MATCH,OMBROS/Desenvolvimento de ombro unilateral com halter.gif,1.0000,
1536,Elevação Lateral Com Halteres Sentado,Elevação Lateral,,MATCH,OMBROS/Elevação lateral com halteres sentado.gif,1.0000,
1537,Desenvolvimento Militar De Uma Mão Com Kettlebell,Desenvolvimento,,MATCH,OMBROS/Desenvolvimento militar de uma mão com kettlebell.gif,1.0000,
1538,Levantamento De Halteres De 3 Maneiras,Outros,,MATCH,OMBROS/Levantamento de halteres de 3 maneiras.gif,1.0000,
1539,Desenvolvimento De Ombros Atrás Do Pescoço Sentado,Desenvolvimento,,MATCH,OMBROS/Desenvolvimento de ombros atrás do pescoço sentado.gif,1.0000,
1540,Máquina Elíptica,Elíptica,,MATCH,CARDIO ACADEMIA/Máquina Elíptica.gif,1.0000,
1541,Máquina Simulador Escada,Escada,,MATCH,CARDIO ACADEMIA/Máquina Simulador Escada.gif,1.0000,
1542,Bicicleta Ergométrica Reclinada,Outros,,MATCH,CARDIO ACADEMIA/Bicicleta Ergométrica Reclinada.gif,1.0000,
1543,Airbike,Airbike,,MATCH,CARDIO ACADEMIA/Airbike.gif,1.0000,
1544,Elevação De Panturrilhas,Panturrilha,,MATCH,PANTURRILHAS/Elevação de Panturrilhas.gif,1.0000,
1545,Elevação De Panturrilha No Leg Press Horizontal,Panturrilha,,MATCH,PANTURRILHAS/Elevação de Panturrilha no Leg Press horizontal.gif,1.0000,
1546,Levantamento De Panturrilha Com Apoio E Sobrecarga,Panturrilha,,MATCH,PANTURRILHAS/Levantamento de panturrilha com apoio e sobrecarga.gif,1.0000,
1547,Agachamento Com Sustentação E Elevação De Panturrilhas,Agachamento,,AMBIGUO,,1.0000,"AMBÍGUO: melhor=Agachamento com Sustentação e Elevação de Panturrilhas(1.000), segundo=Agachamento com Sustentação e Elevação de Panturrilhas(1.000), gap=0.000"
1548,Levantamento De Panturrilha Com Alavanca,Panturrilha,,MATCH,PANTURRILHAS/Levantamento de panturrilha com alavanca.gif,1.0000,
1549,Rosca Concentrada Com Pegada Fechada Sentado,Rosca,,MATCH,BÍCEPS/Rosca Concentrada com Pegada Fechada Sentado.gif,1.0000,
1550,Rosca Martelo Sentada,Rosca Martelo,,MATCH,BÍCEPS/Rosca martelo sentada.gif,1.0000,
1551,Máquina De Rosca Direta,Rosca,,MATCH,BÍCEPS/Máquina de rosca direta.gif,1.0000,
1552,Rosca Inversa Com Halteres,Rosca,,MATCH,BÍCEPS/Rosca Inversa com Halteres.gif,1.0000,
1553,Rosca Direta Com Cabo Deitado,Rosca,,MATCH,BÍCEPS/Rosca Direta com Cabo deitado.gif,1.0000,
1554,Rosca Bíceps Alta Com Halteres,Rosca,,MATCH,BÍCEPS/Rosca bíceps alta com halteres.gif,1.0000,
1555,Extensão De Quadril Em Pé Com Alavanca,Outros,,MATCH,GLÚTEOS/Extensão de Quadril em Pé com Alavanca.gif,1.0000,
1556,Quatro Apoios,Outros,,MATCH,GLÚTEOS/Quatro Apoios.gif,1.0000,
1557,Ponte Com Halteres,Outros,,MATCH,GLÚTEOS/Ponte com Halteres.gif,1.0000,
1558,Glúteo Coice Na Máquina De Extensão De Pernas,Glúteo,,MATCH,GLÚTEOS/Glúteo Coice Na Máquina De Extensão De Pernas.gif,1.0000,
1559,Extensão De Perna Na Máquina Smith Reversa,Outros,,MATCH,GLÚTEOS/Extensão de Perna na Máquina Smith Reversa.gif,1.0000,
1560,Elevação Pélvica Na Máquina De Extensão De Pernas,Outros,,MATCH,GLÚTEOS/Elevação Pélvica na Máquina de Extensão de Pernas.gif,1.0000,
1561,Agachamento Na Máquina Abdutora,Agachamento,,MATCH,GLÚTEOS/Agachamento na Máquina Abdutora.gif,1.0000,
1562,Elevação Pélvica Com Barra Declinado,Outros,,MATCH,GLÚTEOS/Elevação Pélvica Com Barra Declinado.gif,1.0000,
1563,Abdução Lateral Do Quadril Com Alavanca,Outros,,MATCH,GLÚTEOS/Abdução Lateral do Quadril com Alavanca.gif,1.0000,
1564,Puxada De Cabo Ajoelhada,Puxada,,MATCH,GLÚTEOS/Puxada De Cabo Ajoelhada.gif,1.0000,
1565,Glúteo Coice Na Alavanca,Glúteo,,MATCH,GLÚTEOS/Glúteo Coice Na Alavanca.gif,1.0000,
1566,Crunch En Banco Declinado,Outros,,MATCH,GIFS ABDOMINAIS/Crunch en banco declinado.gif,1.0000,
1567,V Up Com Bola De Estabilidade,V Up,,AMBIGUO,,1.0000,"AMBÍGUO: melhor=V-Up com Bola de Estabilidade(1.000), segundo=V-Up com Bola de Estabilidade(1.000), gap=0.000"
1568,V Up,V Up,,MATCH,GIFS ABDOMINAIS/V-Up.gif,1.0000,
1569,Abdominal Obliquo 2,Abdominal,,MATCH,GIFS ABDOMINAIS/Abdominal-obliquo-2.gif,1.0000,
1570,Torção Com Tronco Inclinado,Outros,,MATCH,GIFS ABDOMINAIS/Torção com Tronco Inclinado.gif,1.0000,
1571,Torção Com Cabo Sentado,Outros,,MATCH,GIFS ABDOMINAIS/Torção com Cabo Sentado.gif,1.0000,
1572,Toques Nos Dedos Com O Corpo Deitado,Outros,,MATCH,GIFS ABDOMINAIS/Toques nos Dedos com o Corpo deitado.gif,1.0000,
1573,Tesoura Deitada,Outros,,MATCH,GIFS ABDOMINAIS/Tesoura deitada.gif,1.0000,
1574,Toque De Calcanhar,Outros,,MATCH,GIFS ABDOMINAIS/Toque de Calcanhar.gif,1.0000,
1575,Prancha Invertida,Prancha,,MATCH,GIFS ABDOMINAIS/Prancha Invertida.gif,1.0000,
1576,Prancha Joelho Ao Cotovelo,Prancha,,MATCH,GIFS ABDOMINAIS/Prancha joelho ao cotovelo.gif,1.0000,
1577,Prancha Com Movimento De Aranha,Prancha,,MATCH,GIFS ABDOMINAIS/Prancha com Movimento de Aranha.gif,1.0000,
1578,Torção Com Barra Sentado,Outros,,MATCH,GIFS ABDOMINAIS/Torção com Barra Sentado.gif,1.0000,
1579,Tesoura De Pernas,Outros,,MATCH,GIFS ABDOMINAIS/Tesoura de Pernas.gif,1.0000,
1580,Prancha De Frente Para A Prancha Lateral,Prancha,,MATCH,GIFS ABDOMINAIS/Prancha de frente para a prancha lateral.gif,1.0000,
1581,Máquina De Torção Sentada,Outros,,MATCH,GIFS ABDOMINAIS/Máquina de Torção Sentada.gif,1.0000,
1582,Sit Up,Sit Up,,MATCH,GIFS ABDOMINAIS/Sit-up.gif,1.0000,
1583,Prancha Com Abertura De Pernas Perna Estendida,Prancha,,MATCH,GIFS ABDOMINAIS/Prancha com Abertura de Pernas - Perna Estendida.gif,1.0000,
1584,Toque Nos Dedos Dos Pés Com Giro De Caranguejo,Outros,,MATCH,GIFS ABDOMINAIS/Toque nos Dedos dos Pés com Giro de Caranguejo.gif,1.0000,
1585,Meio Abdominal,Abdominal,,MATCH,GIFS ABDOMINAIS/Meio Abdominal.gif,1.0000,
1586,Prancha Lateral Com Flexão Do Quadril,Prancha,,MATCH,GIFS ABDOMINAIS/Prancha lateral com flexão do quadril.gif,1.0000,
1587,Prancha Lateral,Prancha,,MATCH,GIFS ABDOMINAIS/Prancha Lateral.gif,1.0000,
1588,L Sit,L Sit,,MATCH,GIFS ABDOMINAIS/L-Sit.gif,1.0000,
1589,Extensão Com Roda Abdominal,Abdominal,,MATCH,GIFS ABDOMINAIS/Extensão com Roda Abdominal.gif,1.0000,
1590,Levantamento De Quadril Com Pernas Elevadas Em Banco Inclinado,Outros,,MATCH,GIFS ABDOMINAIS/Levantamento de quadril com pernas elevadas em banco inclinado.gif,1.0000,
1591,Posição De Canoinha,Outros,,MATCH,GIFS ABDOMINAIS/Posição de Canoinha.gif,1.0000,
1592,Máquina De Abdominal Completo,Abdominal,,MATCH,GIFS ABDOMINAIS/Máquina de abdominal completo.gif,1.0000,
1593,Máquina De Abdominais Sentado,Outros,,MATCH,GIFS ABDOMINAIS/Máquina de Abdominais Sentado.gif,1.0000,
